UnitName,Power
Core0,6.775435814436423
Core1,6.442096711434661
Core2,6.3302934079484094
Core3,6.363165244688506
Core4,6.8001048403595625
Core5,0.24639983084532718
Core6,0.24639983084532718
Core7,0.24639983084532718
Core8,0.24639983084532718
Core9,0.24639983084532718
L3_0,0.22976095380440076
L3_1,0.22976095380440076
L3_2,0.22976095380440076
L3_3,0.22976095380440076
L3_4,0.22976095380440076
L3_5,0.22976095380440076
L3_6,0.22976095380440076
L3_7,0.22976095380440076
L3_8,0.22976095380440076
L3_9,0.22976095380440076
IO,2.8365078063671034
MemController,1.2156462027287587
Si_0,0.0
Si_1,0.0
Si_2,0.0
Si_3,0.0
Si_4,0.0
