0,328.547748
1,328.547749
2,328.54775
3,328.547752
4,328.547755
5,328.547758
6,328.547761
7,328.547764
8,328.547768
9,328.547771
10,328.547774
11,328.547777
12,328.54778
13,328.547782
14,328.547783
15,328.547783
16,328.547769
17,328.54777
18,328.547772
19,328.547774
20,328.547777
21,328.54778
22,328.547784
23,328.547788
24,328.547792
25,328.547795
26,328.547799
27,328.547802
28,328.547805
29,328.547807
30,328.547808
31,328.547809
32,328.547813
33,328.547814
34,328.547816
35,328.547819
36,328.547823
37,328.547827
38,328.547831
39,328.547836
40,328.547841
41,328.547846
42,328.54785
43,328.547854
44,328.547857
45,328.54786
46,328.547862
47,328.547862
48,328.547884
49,328.547885
50,328.547888
51,328.547891
52,328.547896
53,328.547902
54,328.547907
55,328.547914
56,328.54792
57,328.547926
58,328.547932
59,328.547937
60,328.547942
61,328.547945
62,328.547947
63,328.547949
64,328.547987
65,328.547989
66,328.547992
67,328.547997
68,328.548004
69,328.548011
70,328.548019
71,328.548028
72,328.548037
73,328.548045
74,328.548053
75,328.54806
76,328.548066
77,328.54807
78,328.548074
79,328.548075
80,328.548131
81,328.548133
82,328.548138
83,328.548145
84,328.548154
85,328.548165
86,328.548176
87,328.548188
88,328.5482
89,328.548212
90,328.548223
91,328.548233
92,328.548241
93,328.548247
94,328.548252
95,328.548254
96,328.548327
97,328.548331
98,328.548338
99,328.548348
100,328.548361
101,328.548375
102,328.548392
103,328.548409
104,328.548426
105,328.548442
106,328.548458
107,328.548471
108,328.548483
109,328.548492
110,328.548498
111,328.548501
112,328.548593
113,328.548598
114,328.548608
115,328.548622
116,328.548641
117,328.548662
118,328.548685
119,328.548709
120,328.548733
121,328.548757
122,328.548778
123,328.548798
124,328.548814
125,328.548826
126,328.548835
127,328.548839
128,328.548949
129,328.548957
130,328.548971
131,328.548992
132,328.549018
133,328.549048
134,328.549081
135,328.549115
136,328.54915
137,328.549183
138,328.549214
139,328.549241
140,328.549263
141,328.549281
142,328.549293
143,328.549299
144,328.549425
145,328.549436
146,328.549457
147,328.549486
148,328.549524
149,328.549567
150,328.549614
151,328.549663
152,328.549712
153,328.549759
154,328.549803
155,328.549841
156,328.549873
157,328.549897
158,328.549914
159,328.549923
160,328.55006
161,328.550075
162,328.550105
163,328.550148
164,328.550202
165,328.550264
166,328.550331
167,328.550401
168,328.550471
169,328.550538
170,328.550599
171,328.550653
172,328.550698
173,328.550732
174,328.550756
175,328.550767
176,328.550904
177,328.550926
178,328.550969
179,328.551031
180,328.551108
181,328.551197
182,328.551294
183,328.551394
184,328.551494
185,328.551588
186,328.551675
187,328.551751
188,328.551814
189,328.551862
190,328.551894
191,328.551911
192,328.552025
193,328.552057
194,328.552119
195,328.552208
196,328.552319
197,328.552448
198,328.552587
199,328.55273
200,328.552871
201,328.553006
202,328.553128
203,328.553235
204,328.553322
205,328.55339
206,328.553435
207,328.553458
208,328.553511
209,328.553557
210,328.553647
211,328.553776
212,328.553937
213,328.554122
214,328.554321
215,328.554526
216,328.554728
217,328.554918
218,328.555091
219,328.55524
220,328.555363
221,328.555456
222,328.555519
223,328.555551
224,328.555478
225,328.555545
226,328.555676
227,328.555863
228,328.556096
229,328.556362
230,328.556649
231,328.556943
232,328.55723
233,328.5575
234,328.557743
235,328.557952
236,328.558122
237,328.558252
238,328.558338
239,328.558382
240,328.558079
241,328.558176
242,328.558366
243,328.558637
244,328.558975
245,328.55936
246,328.559773
247,328.560194
248,328.560603
249,328.560986
250,328.561327
251,328.561619
252,328.561856
253,328.562034
254,328.562152
255,328.562211
256,328.561509
257,328.561652
258,328.561929
259,328.562323
260,328.562813
261,328.563371
262,328.563966
263,328.56457
264,328.565154
265,328.565695
266,328.566175
267,328.566581
268,328.566907
269,328.56715
270,328.567311
271,328.567391
272,328.566027
273,328.566235
274,328.566639
275,328.567215
276,328.567927
277,328.568736
278,328.569597
279,328.570464
280,328.571298
281,328.572064
282,328.572736
283,328.573298
284,328.573745
285,328.574074
286,328.574289
287,328.574396
288,328.571963
289,328.572268
290,328.572858
291,328.573699
292,328.574738
293,328.575913
294,328.577159
295,328.578407
296,328.579598
297,328.580681
298,328.58162
299,328.582396
300,328.583002
301,328.583443
302,328.583728
303,328.583867
304,328.57974
305,328.580187
306,328.581053
307,328.582284
308,328.583802
309,328.585515
310,328.587321
311,328.589121
312,328.590823
313,328.592353
314,328.593663
315,328.594726
316,328.595541
317,328.596122
318,328.596491
319,328.59667
320,328.5899
321,328.590557
322,328.591829
323,328.593634
324,328.595857
325,328.598359
326,328.600985
327,328.603585
328,328.60602
329,328.608183
330,328.610002
331,328.611449
332,328.612531
333,328.613281
334,328.613745
335,328.613965
336,328.603124
