UnitName,Power
Block_0,0.125
Block_1,0.34375
Block_2,0.25
Block_3,0.03125
Block_4,0.125
Block_5,0.1875
Block_6,0.25
Block_7,0.1875
Block_8,0.125
Block_9,0.34375
Block_10,0.25
Block_11,0.03125
Block_12,0.125
