UnitName,Power
Core0,11.563326044585676
Core1,0.2464016621581094
Core2,11.551268658800272
Core3,0.2464016621581094
Core4,11.43177963855227
Core5,11.425406474421559
Core6,11.426424938219872
Core7,0.2464016621581094
Core8,11.482487170172456
Core9,10.633025746214292
L3_0,0.2297072183258557
L3_1,0.2297072183258557
L3_2,0.2297072183258557
L3_3,0.2297072183258557
L3_4,0.2297072183258557
L3_5,0.2297072183258557
L3_6,0.2297072183258557
L3_7,0.2297072183258557
L3_8,0.2297072183258557
L3_9,0.2297072183258557
IO,2.8365078063671034
MemController,1.2156462027287587
Si_0,0.0
Si_1,0.0
Si_2,0.0
Si_3,0.0
Si_4,0.0
