UnitName,Power,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,Power101,Power102,Power103,Power104,Power105,Power106,Power107,Power108,Power109,Power110,Power111,Power112,Power113,Power114,Power115,Power116,Power117,Power118,Power119,Power120,Power121,Power122,Power123,Power124,Power125,Power126,Power127,Power128,Power129,Power130,Power131,Power132,Power133,Power134,Power135,Power136,Power137,Power138,Power139,Power140,Power141,Power142,Power143,Power144,Power145,Power146,Power147,Power148,Power149,Power150,Power151,Power152,Power153,Power154,Power155
Core0,14.993888,37.590323,41.506172,47.421312,48.892686,15.5193,34.959876,40.50114,47.414899,47.255415,16.132788,33.738057,39.504622999999995,43.208841,47.36128,30.648228000000003,17.922369,37.782478999999995,41.879804,47.77073,48.630204,14.075564000000002,34.864768,40.311501,47.701464,47.208689,16.082342,33.16964,39.799281,43.968522,46.729256,27.117303000000003,17.241679,37.180129,43.591927,46.004798,49.746084,14.152607999999999,35.332196,41.672599,45.649071,49.481982,14.613357,33.062393,40.415151,43.93688,47.549463,27.321803000000003,19.159117000000002,37.239762,43.766321000000005,45.674867,48.365429,13.091643,35.088691,31.417921000000003,32.07691,31.793999,31.5882,31.585338,31.949213,31.734276,31.388766999999998,31.576044,31.981744,31.506803,32.835827,35.389984000000005,35.448684,35.440232,35.437068,35.414745,35.3959,35.369038,35.452501,35.441759999999995,35.419546000000004,35.146617,35.200142,35.231125,35.173946,35.207370000000004,35.194067,35.315657,35.299564000000004,35.048361,11.974953999999999,9.245258,40.680887,40.622895,40.377828,40.660581,40.404271,40.547289,40.752553000000006,40.154334000000006,40.326409000000005,37.457799,35.447179,35.473760999999996,35.572358,35.519169,35.368377,35.346636,35.351858,35.46195,35.438528000000005,35.255944,31.594437,31.664459,31.681790999999997,31.781856,31.815572999999997,31.674338,31.529265000000002,31.945331,31.393673,31.476628,22.696443,9.013584,13.277201999999999,40.467624,40.628421,40.54094,40.630914000000004,40.419112,40.71777,40.438266999999996,40.434978,40.8535,35.129757,35.491236,35.502066,35.559905,35.461794,35.287026000000004,35.531743,35.480668,35.368153,35.393069,33.614164,31.641208000000002,31.877065999999996,31.978215000000002,31.467556,31.441968,31.689345,31.740342,31.517060999999998,31.534122999999997,31.883328999999996,13.645291,9.010996,25.119645000000002,40.490076,40.402521
Core1,17.245862,37.834592,43.164911,45.956835999999996,48.935497,14.730675,35.308842,43.135595,44.074785999999996,50.641875,14.341220999999999,34.273789,42.020431,43.222893,47.395333,26.297188000000002,19.917564000000002,37.756546,43.76639,44.790616,48.758765999999994,13.826751000000002,34.970397,42.723728,44.616493,50.187773,14.134457000000001,33.362504,41.718161,43.332343,47.319186,25.097732,15.463326,37.402955,41.926578000000006,47.252288,48.535334000000006,14.266461999999999,34.481759000000004,41.106975,46.155590999999994,47.436739,17.42744,30.147546999999996,38.960381,42.465068,47.378147999999996,32.421437,16.861567,37.011965000000004,42.422933,45.905293,49.131607,13.449839,34.329365,31.654433,32.041968,31.480625,31.414168,31.773974,31.942546999999998,31.400271999999998,31.519309000000003,31.939148,31.542801,31.399308,33.543622,35.460198999999996,35.574353,35.570493,35.586438,35.597097,35.574619,35.637299,35.663033,35.638302,34.089176,35.162849,34.957444,35.431854,35.193864000000005,35.205743,35.168003999999996,35.349825,35.308049,35.045176,10.142507,9.24953,40.212173,40.218482,40.398998,40.122064,40.311139000000004,40.601994,40.34197,40.104887,40.353173999999996,32.670295,35.486038,35.602164,35.548159000000005,35.569717,35.558017,35.664721,35.478448,35.466238,35.461907000000004,34.478770000000004,31.404586,31.475312,31.699862,31.51988,31.61092,31.764782,32.016475,31.479591,31.448714000000002,31.813029999999998,22.869003,9.011505,13.243367999999998,40.271869,40.238054,40.220576,40.238275,40.312365,40.264694,40.207324,40.197359000000006,40.439831,31.322767,35.532374,35.626252,35.535987,35.566435,35.59708,35.493819,35.480299,35.455277,35.444511999999996,32.940754999999996,31.503418,32.029871,31.178665000000002,31.498346,31.853515,31.458921999999998,31.408534000000003,31.885531,31.463949,31.406529,14.057225,9.010557,25.01349,40.238725,40.11235
Core2,17.392001,38.253818,43.257238,47.605775,47.463008,14.855898999999999,36.284632,43.163439000000004,46.009972,48.226846,14.718777,34.430771,42.101494,46.194083,47.462071,22.597051999999998,21.453535000000002,39.322337,44.208896,46.652831,42.301594,14.992216,36.783402,43.008865,47.539632,48.539121,12.011206,34.28208,41.739938,47.337371999999995,46.966318,20.289907,16.320934,37.388588,44.754295,45.406915999999995,49.760554,14.161487,35.535722,43.109598,44.896518,50.68911,13.665792999999999,33.703883000000005,42.369822,44.628614,47.770255999999996,24.725369,20.035117,38.263797,43.509596,47.427501,44.831345,13.6026,35.764214,31.595051,32.029875,31.647935999999998,31.556185,31.729313,31.966944,31.795668,31.736597999999997,31.6556,31.612837,32.084806,32.341289,35.580399,35.74175,35.623564,35.710144,35.684452,35.540584,35.548128000000005,35.653665999999994,35.671913,33.581329,35.166602000000005,35.041784,35.34728,35.212786,35.192411,35.151804,35.355982,35.306205,35.031077,10.152376,9.248978,40.195541999999996,40.232857,40.395849,40.103842,40.304373,40.552355,40.359975,40.145742999999996,40.352714,32.747991999999996,35.812444,35.85393,35.502576,35.511089,35.609315,35.679504,35.711025,35.628664,35.679282,33.43168,31.550995,31.672999,31.51135,31.939337,31.779594,31.628446999999998,31.704292,31.939940999999997,31.975001000000002,31.508685999999997,22.254935,9.010323,13.266532000000002,40.213303,40.339411,40.108905,40.24824,40.41305,40.129007,40.240193,40.360058,40.354914,31.446634000000003,35.868062,35.590663,35.527947999999995,35.647801,35.626692,35.699389000000004,35.679206,35.690333,35.711383000000005,31.793082000000002,31.675618,31.842932,31.955654,31.497121999999997,31.469465000000003,31.664036,31.951878000000004,31.715042999999998,31.676766999999998,31.606833,13.524242000000001,9.00964,25.032135,40.216589,40.392234
Core3,18.005110000000002,39.443725,43.794106,47.53757,45.198751,15.028046,37.408056,42.25898,48.200369,48.788065,14.008197000000001,35.035374,40.973478,47.476075,48.574121000000005,19.535508,23.050421,39.611965000000005,44.60004,47.681540000000005,36.829989000000005,15.990425,37.253326,45.029891,45.867152000000004,49.789234,10.856317,35.271803999999996,41.150098,46.467558000000004,50.20003,17.234503,20.521121,39.867814,44.539009,48.241577,36.847875,16.119792,37.566988,44.724618,46.237753000000005,49.255748,12.117529,34.994606,43.051878,45.454713,49.40384,15.519247,24.494073999999998,41.220978,45.413758,47.273336,29.614759999999997,17.013861,38.548758,31.503565999999996,31.962225,31.900526,31.508224,31.55354,31.924101,31.867276,31.714734000000004,31.635978,31.696623,31.943303000000004,20.506215,35.749173,35.841244,35.795694,35.675676,35.669655999999996,35.763655,35.680606,35.706015,35.740389,21.118398000000003,35.174199,35.056744,35.326861,35.205749,35.19523,35.153073,35.362519,35.311289,35.018204,10.150964,8.69045,40.193446,40.34299,40.308568,40.150420000000004,40.608649,40.476879,40.317046999999995,40.561816,40.479271000000004,32.17537,36.006884,35.62055,35.730604,35.88236,35.711709,35.809465,35.735931,35.540714,35.75396,20.949139000000002,31.685066,31.614615999999998,31.615596999999998,31.802607000000002,31.865873999999998,31.541571,31.703415000000003,31.911903000000002,32.06919,31.414815,14.195672,9.012198,12.429623,40.210572,40.339088000000004,40.110985,40.247440999999995,40.46028,40.079785,40.206406,40.289584999999995,40.301064000000004,31.761786999999998,35.807392,35.667839,35.82138,35.889031,35.717853999999996,35.8349,35.525231,35.750592,35.710442,19.946402,31.676454999999997,31.798621999999998,31.987395000000003,31.486483000000003,31.451837,31.670652,31.972613,31.724538,31.679570000000002,31.659025,8.779041000000001,9.010639,23.388919,40.247395000000004,40.742803
Core4,7.633804,34.136618,38.630247999999995,42.796779,46.618224,21.367402,26.224169,36.638402,42.270827000000004,46.406535999999996,28.932314,15.559428,33.869433,39.996846000000005,42.995094,48.132449,12.479252,30.260267,36.911069,43.06278,44.11717,27.149063,18.073183,33.581478999999995,41.697373,43.025067,35.789148,8.3643466,34.680206,37.491518,42.689407,47.465638,15.009379999999998,32.634537,37.749998,42.286746,45.861398,25.526571,20.093169,35.004945,42.245171,43.305516,34.955559,9.223411,34.623274,37.055284,42.99772,48.049884999999996,17.424744,23.181459,35.579601000000004,42.024069,45.09005,30.953801000000002,11.792632000000001,32.946625,31.397481,31.473743,31.754877,31.12893,31.665814,31.154455,31.479324,31.594121,31.26775,31.803454,23.275315,35.284617,35.243987,35.033912,35.063703000000004,35.096857,35.089087,35.293833,35.155124,35.034298,25.870744000000002,35.157594,35.21215,35.176772,35.191308,35.205353,35.162851,35.347286,35.307705,35.028915999999995,9.747842,8.995764,39.760905,39.869512,39.562814,39.681954,39.528939,39.666014000000004,39.778624,39.509243,39.792765,37.409955,35.125251,35.205104999999996,35.299110999999996,35.184558,34.962643,34.971765000000005,35.110483,35.169722,35.264146999999994,25.743637,31.175707,31.392719,31.715505,31.214264,31.724376,31.088085999999997,31.613712,31.311379,31.427212,31.644827000000003,15.85917,8.57356,13.108887,39.882389,39.773998999999996,39.332726,39.931917,39.483724,39.522391999999996,39.701522,39.69158,39.737381,35.679996,35.161223,35.174658,35.298179,35.181478000000006,34.888231,35.025746999999996,35.13603,35.194565000000004,35.199969,24.550923,31.511792,31.456734,31.381869000000002,31.728084999999997,31.124679999999998,31.497853999999997,31.375364,31.302782,31.808465999999996,31.197194,9.524974,8.571726,25.086920000000003,39.888502,39.683861
Core5,0.6081081138000001,0.6081765346,0.6081907118,0.6082047456,0.6082034183,0.6081114008,0.6081671134000001,0.608187672,0.6082017765,0.6082077539,0.6081145915,0.6081562386,0.6081844383,0.6081969474,0.6082047456,0.608150167,0.6081205614,0.6081737195,0.6081922504999999,0.6082014618,0.6081956558,0.6081144283,0.6081609890999999,0.608187672,0.6082014618,0.6082077539,0.6081160134,0.608150167,0.6081829641,0.6081953678,0.6082060772,0.608144239,0.6081142284000001,0.6081751228,0.6081922504999999,0.6082014618,0.6082017765,0.60811288,0.6081624568,0.608187672,0.6082014618,0.6082077539,0.6081177321,0.6081473421,0.6081844383,0.6081940833,0.6082030953,0.6081517852,0.6081208719,0.6081719373,0.6081904472,0.6082017765,0.6081909795,0.6081161002000001,0.6081578017,0.60807533404,0.608066334592,0.608066332121,0.608066330921,0.608066330863,0.608066334532,0.608066331315,0.6080663309650001,0.608066332283,0.608066331564,0.608066332975,0.60806629683,0.608066370704,0.608066371548,0.608066370649,0.608066370631,0.608066370631,0.608066370412,0.608066370832,0.6080663710890001,0.608066370759,0.608066312202,0.608066366526,0.608066365794,0.608066368016,0.608066366902,0.60806636692,0.6080663664720001,0.608066368468,0.608066368107,0.608066365136,0.6080661014459999,0.6080660869650001,0.608067420087,0.608067420558,0.6080674202049999,0.608067419501,0.608067420299,0.608067421904,0.608067421147,0.608067418939,0.608067420581,0.608066359698,0.608066371548,0.6080663712359999,0.608066371016,0.608066371144,0.608066370175,0.608066370686,0.6080663704479999,0.608066370229,0.608066371034,0.608066312176,0.608066330165,0.6080663309800001,0.6080663318280001,0.60806633193,0.608066333152,0.608066330717,0.608066332562,0.6080663326510001,0.608066332092,0.608066331082,0.608066201421,0.608066085101,0.60806612964,0.608067420158,0.608067420676,0.6080674185189999,0.608067420723,0.6080674201340001,0.608067419477,0.608067419618,0.6080674199930001,0.6080674214540001,0.608066344758,0.608066371474,0.608066370796,0.608066371346,0.608066371254,0.608066369956,0.608066370924,0.608066370302,0.6080663706130001,0.608066370704,0.608066298031,0.608066331359,0.608066333566,0.608066332474,0.608066330674,0.608066329962,0.608066331359,0.608066332356,0.608066331696,0.6080663317399999,0.608066330892,0.608066117844,0.608066085083,0.6080662547160001,0.608067420181,0.60806920262
Core6,0.6081081138000001,0.6081765346,0.6081907118,0.6082047456,0.6082034183,0.6081114008,0.6081671134000001,0.608187672,0.6082017765,0.6082077539,0.6081145915,0.6081562386,0.6081844383,0.6081969474,0.6082047456,0.608150167,0.6081205614,0.6081737195,0.6081922504999999,0.6082014618,0.6081956558,0.6081144283,0.6081609890999999,0.608187672,0.6082014618,0.6082077539,0.6081160134,0.608150167,0.6081829641,0.6081953678,0.6082060772,0.608144239,0.6081142284000001,0.6081751228,0.6081922504999999,0.6082014618,0.6082017765,0.60811288,0.6081624568,0.608187672,0.6082014618,0.6082077539,0.6081177321,0.6081473421,0.6081844383,0.6081940833,0.6082030953,0.6081517852,0.6081208719,0.6081719373,0.6081904472,0.6082017765,0.6081909795,0.6081161002000001,0.6081578017,0.60807533404,0.608066334592,0.608066332121,0.608066330921,0.608066330863,0.608066334532,0.608066331315,0.6080663309650001,0.608066332283,0.608066331564,0.608066332975,0.60806629683,0.608066370704,0.608066371548,0.608066370649,0.608066370631,0.608066370631,0.608066370412,0.608066370832,0.6080663710890001,0.608066370759,0.608066312202,0.608066366526,0.608066365794,0.608066368016,0.608066366902,0.60806636692,0.6080663664720001,0.608066368468,0.608066368107,0.608066365136,0.6080661014459999,0.6080660869650001,0.608067420087,0.608067420558,0.6080674202049999,0.608067419501,0.608067420299,0.608067421904,0.608067421147,0.608067418939,0.608067420581,0.608066359698,0.608066371548,0.6080663712359999,0.608066371016,0.608066371144,0.608066370175,0.608066370686,0.6080663704479999,0.608066370229,0.608066371034,0.608066312176,0.608066330165,0.6080663309800001,0.6080663318280001,0.60806633193,0.608066333152,0.608066330717,0.608066332562,0.6080663326510001,0.608066332092,0.608066331082,0.608066201421,0.608066085101,0.60806612964,0.608067420158,0.608067420676,0.6080674185189999,0.608067420723,0.6080674201340001,0.608067419477,0.608067419618,0.6080674199930001,0.6080674214540001,0.608066344758,0.608066371474,0.608066370796,0.608066371346,0.608066371254,0.608066369956,0.608066370924,0.608066370302,0.6080663706130001,0.608066370704,0.608066298031,0.608066331359,0.608066333566,0.608066332474,0.608066330674,0.608066329962,0.608066331359,0.608066332356,0.608066331696,0.6080663317399999,0.608066330892,0.608066117844,0.608066085083,0.6080662547160001,0.608067420181,0.60806920262
Core7,0.6081081138000001,0.6081765346,0.6081907118,0.6082047456,0.6082034183,0.6081114008,0.6081671134000001,0.608187672,0.6082017765,0.6082077539,0.6081145915,0.6081562386,0.6081844383,0.6081969474,0.6082047456,0.608150167,0.6081205614,0.6081737195,0.6081922504999999,0.6082014618,0.6081956558,0.6081144283,0.6081609890999999,0.608187672,0.6082014618,0.6082077539,0.6081160134,0.608150167,0.6081829641,0.6081953678,0.6082060772,0.608144239,0.6081142284000001,0.6081751228,0.6081922504999999,0.6082014618,0.6082017765,0.60811288,0.6081624568,0.608187672,0.6082014618,0.6082077539,0.6081177321,0.6081473421,0.6081844383,0.6081940833,0.6082030953,0.6081517852,0.6081208719,0.6081719373,0.6081904472,0.6082017765,0.6081909795,0.6081161002000001,0.6081578017,0.60807533404,0.608066334592,0.608066332121,0.608066330921,0.608066330863,0.608066334532,0.608066331315,0.6080663309650001,0.608066332283,0.608066331564,0.608066332975,0.60806629683,0.608066370704,0.608066371548,0.608066370649,0.608066370631,0.608066370631,0.608066370412,0.608066370832,0.6080663710890001,0.608066370759,0.608066312202,0.608066366526,0.608066365794,0.608066368016,0.608066366902,0.60806636692,0.6080663664720001,0.608066368468,0.608066368107,0.608066365136,0.6080661014459999,0.6080660869650001,0.608067420087,0.608067420558,0.6080674202049999,0.608067419501,0.608067420299,0.608067421904,0.608067421147,0.608067418939,0.608067420581,0.608066359698,0.608066371548,0.6080663712359999,0.608066371016,0.608066371144,0.608066370175,0.608066370686,0.6080663704479999,0.608066370229,0.608066371034,0.608066312176,0.608066330165,0.6080663309800001,0.6080663318280001,0.60806633193,0.608066333152,0.608066330717,0.608066332562,0.6080663326510001,0.608066332092,0.608066331082,0.608066201421,0.608066085101,0.60806612964,0.608067420158,0.608067420676,0.6080674185189999,0.608067420723,0.6080674201340001,0.608067419477,0.608067419618,0.6080674199930001,0.6080674214540001,0.608066344758,0.608066371474,0.608066370796,0.608066371346,0.608066371254,0.608066369956,0.608066370924,0.608066370302,0.6080663706130001,0.608066370704,0.608066298031,0.608066331359,0.608066333566,0.608066332474,0.608066330674,0.608066329962,0.608066331359,0.608066332356,0.608066331696,0.6080663317399999,0.608066330892,0.608066117844,0.608066085083,0.6080662547160001,0.608067420181,0.60806920262
Core8,0.6081081138000001,0.6081765346,0.6081907118,0.6082047456,0.6082034183,0.6081114008,0.6081671134000001,0.608187672,0.6082017765,0.6082077539,0.6081145915,0.6081562386,0.6081844383,0.6081969474,0.6082047456,0.608150167,0.6081205614,0.6081737195,0.6081922504999999,0.6082014618,0.6081956558,0.6081144283,0.6081609890999999,0.608187672,0.6082014618,0.6082077539,0.6081160134,0.608150167,0.6081829641,0.6081953678,0.6082060772,0.608144239,0.6081142284000001,0.6081751228,0.6081922504999999,0.6082014618,0.6082017765,0.60811288,0.6081624568,0.608187672,0.6082014618,0.6082077539,0.6081177321,0.6081473421,0.6081844383,0.6081940833,0.6082030953,0.6081517852,0.6081208719,0.6081719373,0.6081904472,0.6082017765,0.6081909795,0.6081161002000001,0.6081578017,0.60807533404,0.608066334592,0.608066332121,0.608066330921,0.608066330863,0.608066334532,0.608066331315,0.6080663309650001,0.608066332283,0.608066331564,0.608066332975,0.60806629683,0.608066370704,0.608066371548,0.608066370649,0.608066370631,0.608066370631,0.608066370412,0.608066370832,0.6080663710890001,0.608066370759,0.608066312202,0.608066366526,0.608066365794,0.608066368016,0.608066366902,0.60806636692,0.6080663664720001,0.608066368468,0.608066368107,0.608066365136,0.6080661014459999,0.6080660869650001,0.608067420087,0.608067420558,0.6080674202049999,0.608067419501,0.608067420299,0.608067421904,0.608067421147,0.608067418939,0.608067420581,0.608066359698,0.608066371548,0.6080663712359999,0.608066371016,0.608066371144,0.608066370175,0.608066370686,0.6080663704479999,0.608066370229,0.608066371034,0.608066312176,0.608066330165,0.6080663309800001,0.6080663318280001,0.60806633193,0.608066333152,0.608066330717,0.608066332562,0.6080663326510001,0.608066332092,0.608066331082,0.608066201421,0.608066085101,0.60806612964,0.608067420158,0.608067420676,0.6080674185189999,0.608067420723,0.6080674201340001,0.608067419477,0.608067419618,0.6080674199930001,0.6080674214540001,0.608066344758,0.608066371474,0.608066370796,0.608066371346,0.608066371254,0.608066369956,0.608066370924,0.608066370302,0.6080663706130001,0.608066370704,0.608066298031,0.608066331359,0.608066333566,0.608066332474,0.608066330674,0.608066329962,0.608066331359,0.608066332356,0.608066331696,0.6080663317399999,0.608066330892,0.608066117844,0.608066085083,0.6080662547160001,0.608067420181,0.60806920262
Core9,0.6081081138000001,0.6081765346,0.6081907118,0.6082047456,0.6082034183,0.6081114008,0.6081671134000001,0.608187672,0.6082017765,0.6082077539,0.6081145915,0.6081562386,0.6081844383,0.6081969474,0.6082047456,0.608150167,0.6081205614,0.6081737195,0.6081922504999999,0.6082014618,0.6081956558,0.6081144283,0.6081609890999999,0.608187672,0.6082014618,0.6082077539,0.6081160134,0.608150167,0.6081829641,0.6081953678,0.6082060772,0.608144239,0.6081142284000001,0.6081751228,0.6081922504999999,0.6082014618,0.6082017765,0.60811288,0.6081624568,0.608187672,0.6082014618,0.6082077539,0.6081177321,0.6081473421,0.6081844383,0.6081940833,0.6082030953,0.6081517852,0.6081208719,0.6081719373,0.6081904472,0.6082017765,0.6081909795,0.6081161002000001,0.6081578017,0.60807533404,0.608066334592,0.608066332121,0.608066330921,0.608066330863,0.608066334532,0.608066331315,0.6080663309650001,0.608066332283,0.608066331564,0.608066332975,0.60806629683,0.608066370704,0.608066371548,0.608066370649,0.608066370631,0.608066370631,0.608066370412,0.608066370832,0.6080663710890001,0.608066370759,0.608066312202,0.608066366526,0.608066365794,0.608066368016,0.608066366902,0.60806636692,0.6080663664720001,0.608066368468,0.608066368107,0.608066365136,0.6080661014459999,0.6080660869650001,0.608067420087,0.608067420558,0.6080674202049999,0.608067419501,0.608067420299,0.608067421904,0.608067421147,0.608067418939,0.608067420581,0.608066359698,0.608066371548,0.6080663712359999,0.608066371016,0.608066371144,0.608066370175,0.608066370686,0.6080663704479999,0.608066370229,0.608066371034,0.608066312176,0.608066330165,0.6080663309800001,0.6080663318280001,0.60806633193,0.608066333152,0.608066330717,0.608066332562,0.6080663326510001,0.608066332092,0.608066331082,0.608066201421,0.608066085101,0.60806612964,0.608067420158,0.608067420676,0.6080674185189999,0.608067420723,0.6080674201340001,0.608067419477,0.608067419618,0.6080674199930001,0.6080674214540001,0.608066344758,0.608066371474,0.608066370796,0.608066371346,0.608066371254,0.608066369956,0.608066370924,0.608066370302,0.6080663706130001,0.608066370704,0.608066298031,0.608066331359,0.608066333566,0.608066332474,0.608066330674,0.608066329962,0.608066331359,0.608066332356,0.608066331696,0.6080663317399999,0.608066330892,0.608066117844,0.608066085083,0.6080662547160001,0.608067420181,0.60806920262
