0,328.736972
1,328.753195
2,328.785269
3,328.832433
4,328.893512
5,328.966877
6,329.050411
7,329.141489
8,329.236983
9,329.333312
10,329.426549
11,329.512593
12,329.587395
13,329.647237
14,329.689012
15,329.710485
16,329.710485
17,329.689012
18,329.647237
19,329.587395
20,329.512593
21,329.426549
22,329.333312
23,329.236983
24,329.141489
25,329.050411
26,328.966877
27,328.893512
28,328.832433
29,328.785269
30,328.753195
31,328.736972
32,328.753195
33,328.770145
34,328.80368
35,328.853053
36,328.917101
37,328.994195
38,329.082193
39,329.178409
40,329.279596
41,329.381989
42,329.481403
43,329.573413
44,329.653606
45,329.717895
46,329.762842
47,329.785966
48,329.785966
49,329.762842
50,329.717895
51,329.653606
52,329.573413
53,329.481403
54,329.381989
55,329.279596
56,329.178409
57,329.082193
58,328.994195
59,328.917101
60,328.853053
61,328.80368
62,328.770145
63,328.753195
64,328.785269
65,328.80368
66,328.840157
67,328.893987
68,328.964039
69,329.048697
70,329.145789
71,329.252515
72,329.365406
73,329.480325
74,329.592559
75,329.697006
76,329.788478
77,329.862093
78,329.913707
79,329.940307
80,329.940307
81,329.913707
82,329.862093
83,329.788478
84,329.697006
85,329.592559
86,329.480325
87,329.365406
88,329.252515
89,329.145789
90,329.048697
91,328.964039
92,328.893987
93,328.840157
94,328.80368
95,328.785269
96,328.832433
97,328.853053
98,328.893987
99,328.954587
100,329.033798
101,329.130059
102,329.241191
103,329.364267
104,329.49551
105,329.630239
106,329.762915
107,329.887343
108,329.997046
109,330.085805
110,330.148273
111,330.180539
112,330.180539
113,330.148273
114,330.085805
115,329.997046
116,329.887343
117,329.762915
118,329.630239
119,329.49551
120,329.364267
121,329.241191
122,329.130059
123,329.033798
124,328.954587
125,328.893987
126,328.853053
127,328.832433
128,328.893512
129,328.917101
130,328.964039
131,329.033798
132,329.125474
133,329.237649
134,329.368215
135,329.514164
136,329.671386
137,329.834503
138,329.996831
139,330.150561
140,330.287236
141,330.398536
142,330.477216
143,330.517959
144,330.517959
145,330.477216
146,330.398536
147,330.287236
148,330.150561
149,329.996831
150,329.834503
151,329.671386
152,329.514164
153,329.368215
154,329.237649
155,329.125474
